Process,Burst Time,Arrival Time,Waiting Time,Turn Around Time
3030,71,9695,118515,118586
1574,71,9850,118431,118502
5602,71,9905,118447,118518
5998,71,9930,118493,118564
4220,72,8084,120410,120482
3321,72,8109,120457,120529
3660,72,8161,120477,120549
6645,72,8170,120540,120612
5867,72,8212,120570,120642
6310,72,8290,120564,120636
6732,72,8328,120598,120670
5470,72,8349,120649,120721
5338,72,8467,120603,120675
5193,72,8594,120548,120620
3273,72,8910,120304,120376
7722,72,8953,120333,120405
3737,72,8956,120402,120474
5690,72,9011,120419,120491
7541,72,9017,120485,120557
6664,72,9026,120548,120620
2030,72,9064,120582,120654
7395,72,9089,120629,120701
8571,72,9182,120608,120680
2967,72,9193,120669,120741
8915,72,9198,120736,120808
8642,72,9222,120784,120856
6411,72,9223,120855,120927
5999,72,9230,120920,120992
3403,72,9242,120980,121052
6902,72,9480,120814,120886
9770,72,9522,120844,120916
4491,72,9552,120886,120958
1656,72,9653,120857,120929
5464,72,9683,120899,120971
5055,72,9750,120904,120976
4573,72,9805,120921,120993
4256,72,9862,120936,121008
5788,72,9917,120953,121025
5323,72,9942,121000,121072
335,121,152,130813,130934
248,121,903,130134,130255
985,170,58,131002,131172
8961,73,8087,123143,123216
6390,73,8217,123086,123159
4243,73,8220,123156,123229
8061,73,8242,123207,123280
8357,73,8298,123224,123297
2588,73,8341,123254,123327
6646,73,8411,123257,123330
7959,73,8458,123283,123356
5341,73,8467,123347,123420
8885,73,8567,123320,123393
9393,73,8640,123320,123393
9646,73,8688,123345,123418
3867,73,8696,123410,123483
5370,73,8807,123372,123445
3482,73,9005,123247,123320
2379,73,9011,123314,123387
9045,73,9022,123376,123449
7668,73,9024,123447,123520
2389,73,9080,123464,123537
2427,73,9083,123534,123607
4385,73,9086,123604,123677
1180,73,9151,123612,123685
1869,73,9222,123614,123687
4777,73,9325,123584,123657
9116,73,9352,123630,123703
6907,73,9358,123697,123770
9465,73,9387,123741,123814
7397,73,9460,123741,123814
9331,73,9648,123626,123699
4792,73,9760,123587,123660
9017,73,9774,123646,123719
7637,73,9931,123562,123635
5444,73,9977,123589,123662
3973,74,8165,125474,125548
2035,74,8173,125540,125614
2800,74,8219,125568,125642
5816,74,8283,125578,125652
2576,74,8410,125525,125599
7407,74,8412,125597,125671
1698,74,8467,125616,125690
2232,74,8747,125410,125484
4343,74,9044,125187,125261
9239,74,9212,125093,125167
5656,74,9219,125160,125234
6917,74,9352,125101,125175
3610,74,9368,125159,125233
6720,74,9438,125163,125237
4951,74,9596,125079,125153
3827,74,9670,125079,125153
3857,74,9705,125118,125192
3539,74,9720,125177,125251
4891,74,9751,125220,125294
1660,74,9768,125277,125351
3242,74,9914,125205,125279
6946,74,9937,125256,125330
6382,74,9951,125316,125390
2262,74,9954,125387,125461
5705,74,9954,125461,125535
1864,74,9997,125492,125566
746,123,418,135096,135219
9829,75,8059,127578,127653
3226,75,8081,127631,127706
4835,75,8184,127603,127678
8957,75,8265,127597,127672
1494,75,8281,127656,127731
8424,75,8296,127716,127791
5199,75,8345,127742,127817
5142,75,8377,127785,127860
1295,75,8429,127808,127883
8465,75,8482,127830,127905
4653,75,8512,127875,127950
5245,75,8672,127790,127865
3796,75,8709,127828,127903
5921,75,8813,127799,127874
5782,75,8824,127863,127938
4408,75,8826,127936,128011
4460,75,8995,127842,127917
3417,75,9107,127805,127880
5217,75,9140,127847,127922
5622,75,9242,127820,127895
6330,75,9282,127855,127930
5648,75,9433,127779,127854
7963,75,9442,127845,127920
1444,75,9530,127832,127907
5170,75,9565,127872,127947
3316,75,9602,127910,127985
7510,75,9893,127694,127769
3720,75,9926,127736,127811
6729,75,9970,127767,127842
833,124,209,137554,137678
147,124,936,136902,137026
3584,76,8033,129929,130005
2235,76,8093,129945,130021
5423,76,8127,129987,130063
8982,76,8133,130057,130133
8727,76,8166,130100,130176
6997,76,8213,130129,130205
3767,76,8237,130181,130257
8149,76,8427,130067,130143
7184,76,8709,129861,129937
8455,76,8746,129900,129976
5869,76,8749,129973,130049
1688,76,8827,129971,130047
5794,76,8856,130018,130094
4506,76,8938,130012,130088
5917,76,8971,130055,130131
4533,76,9087,130015,130091
9024,76,9182,129996,130072
5912,76,9202,130052,130128
1545,76,9245,130085,130161
9818,76,9289,130117,130193
2011,76,9309,130173,130249
4300,76,9316,130242,130318
4507,76,9377,130257,130333
7783,76,9381,130329,130405
2463,76,9431,130355,130431
4880,76,9481,130381,130457
5627,76,9593,130345,130421
5889,76,9955,130059,130135
4706,76,9967,130123,130199
632,125,161,139956,140081
800,125,991,139202,139327
5401,77,8042,132276,132353
5034,77,8094,132301,132378
6778,77,8142,132330,132407
8759,77,8162,132387,132464
8589,77,8205,132421,132498
6543,77,8207,132496,132573
4579,77,8291,132489,132566
9748,77,8391,132466,132543
1317,77,8418,132516,132593
7698,77,8439,132572,132649
9522,77,8509,132579,132656
3773,77,8515,132650,132727
4218,77,8566,132676,132753
4067,77,8571,132748,132825
6367,77,8791,132605,132682
8794,77,8859,132614,132691
9541,77,8930,132620,132697
9478,77,9219,132408,132485
1236,77,9298,132406,132483
3392,77,9338,132443,132520
1205,77,9351,132507,132584
1116,77,9374,132561,132638
3268,77,9609,132403,132480
4703,77,9849,132240,132317
5426,77,9942,132224,132301
734,126,416,141778,141904
843,126,683,141588,141714
4786,78,8074,134323,134401
4597,78,8149,134326,134404
4945,78,8151,134402,134480
5237,78,8207,134424,134502
8401,78,8207,134502,134580
7252,78,8210,134577,134655
1735,78,8251,134614,134692
8244,78,8301,134642,134720
9837,78,8313,134708,134786
7623,78,8391,134708,134786
7195,78,8484,134693,134771
4332,78,8546,134709,134787
6654,78,8752,134581,134659
7927,78,8767,134644,134722
8189,78,8771,134718,134796
4184,78,8810,134757,134835
1217,78,8852,134793,134871
7073,78,8865,134858,134936
6962,78,8868,134933,135011
4373,78,8966,134913,134991
4798,78,9153,134804,134882
8536,78,9185,134850,134928
3683,78,9398,134715,134793
9810,78,9495,134696,134774
9723,78,9497,134772,134850
7386,78,9613,134734,134812
6271,78,9617,134808,134886
6166,78,9625,134878,134956
7313,78,9729,134852,134930
9263,78,9821,134838,134916
1114,78,9822,134915,134993
6254,78,9872,134943,135021
5156,78,9931,134962,135040
153,127,352,144570,144697
677,127,359,144641,144768
607,127,362,144716,144843
496,127,623,144533,144660
8102,79,8052,137231,137310
7652,79,8110,137252,137331
3222,79,8235,137206,137285
6040,79,8258,137262,137341
9833,79,8408,137191,137270
6030,79,8472,137206,137285
7946,79,8512,137245,137324
4540,79,8792,137044,137123
7260,79,8793,137122,137201
9298,79,8806,137188,137267
9315,79,8864,137209,137288
4009,79,8888,137264,137343
9845,79,8899,137332,137411
2716,79,8909,137401,137480
4074,79,8924,137465,137544
9846,79,8933,137535,137614
6540,79,8990,137557,137636
2609,79,8992,137634,137713
5067,79,9196,137509,137588
5716,79,9208,137576,137655
3892,79,9360,137503,137582
4716,79,9547,137395,137474
4944,79,9708,137313,137392
6118,79,9742,137358,137437
2494,79,9871,137308,137387
7832,79,9897,137361,137440
4591,79,9985,137352,137431
2719,80,8030,139386,139466
2596,80,8057,139439,139519
7919,80,8181,139395,139475
6002,80,8268,139388,139468
3746,80,8358,139378,139458
2119,80,8367,139449,139529
4245,80,8433,139463,139543
3637,80,8466,139510,139590
7375,80,8474,139582,139662
9089,80,8487,139649,139729
2459,80,8501,139715,139795
1081,80,8796,139500,139580
8920,80,8848,139528,139608
1821,80,8974,139482,139562
8944,80,8988,139548,139628
7708,80,9107,139509,139589
4308,80,9306,139390,139470
1503,80,9347,139429,139509
8090,80,9347,139509,139589
3550,80,9468,139468,139548
9258,80,9495,139521,139601
6521,80,9509,139587,139667
9353,80,9543,139633,139713
8615,80,9606,139650,139730
6059,80,9776,139560,139640
6244,80,9810,139606,139686
3429,80,9822,139674,139754
726,129,311,149216,149345
971,129,902,148705,148834
410,129,946,148741,148870
9735,81,8016,141800,141881
1926,81,8055,141842,141923
9641,81,8085,141893,141974
6783,81,8098,141961,142042
2709,81,8103,142037,142118
8864,81,8114,142107,142188
4197,81,8217,142085,142166
6103,81,8660,141723,141804
4746,81,8665,141799,141880
8156,81,8670,141875,141956
9733,81,8699,141927,142008
3315,81,8708,141999,142080
6604,81,8823,141965,142046
5446,81,8859,142010,142091
6257,81,8876,142074,142155
3113,81,8883,142148,142229
7526,81,9013,142099,142180
5298,81,9022,142171,142252
4141,81,9089,142185,142266
6804,81,9173,142182,142263
2336,81,9191,142245,142326
3445,81,9209,142308,142389
2843,81,9297,142301,142382
9357,81,9353,142326,142407
1477,81,9363,142397,142478
6898,81,9479,142362,142443
6751,81,9550,142372,142453
1946,81,9617,142386,142467
6889,81,9622,142462,142543
4638,81,9689,142476,142557
2223,81,9867,142379,142460
4836,81,9872,142455,142536
7687,81,9908,142500,142581
8436,81,9981,142508,142589
1707,81,9996,142574,142655
623,130,63,152539,152669
674,130,280,152403,152533
534,130,708,152056,152186
343,130,797,152048,152178
874,130,871,152055,152185
9868,82,8023,145033,145115
6381,82,8109,145029,145111
5793,82,8118,145102,145184
4744,82,8191,145111,145193
8494,82,8254,145130,145212
7013,82,8282,145184,145266
9521,82,8376,145172,145254
4267,82,8407,145223,145305
6698,82,8438,145274,145356
4316,82,8469,145325,145407
8247,82,8471,145405,145487
3662,82,8494,145464,145546
8538,82,8655,145385,145467
2265,82,8689,145433,145515
8613,82,8718,145486,145568
5570,82,8764,145522,145604
3645,82,8766,145602,145684
9647,82,8839,145611,145693
1493,82,8918,145614,145696
3240,82,9076,145538,145620
6829,82,9168,145528,145610
9166,82,9219,145559,145641
6284,82,9271,145589,145671
1599,82,9376,145566,145648
6458,82,9638,145386,145468
5407,82,9882,145224,145306
8071,83,8021,147167,147250
9419,83,8053,147218,147301
9928,83,8087,147267,147350
7418,83,8135,147302,147385
9719,83,8139,147381,147464
5795,83,8178,147425,147508
6141,83,8190,147496,147579
9890,83,8263,147506,147589
1384,83,8425,147427,147510
4911,83,8473,147462,147545
4825,83,8515,147503,147586
5559,83,8579,147522,147605
2292,83,8584,147600,147683
1373,83,8588,147679,147762
5808,83,8754,147596,147679
8114,83,8916,147517,147600
5202,83,9007,147509,147592
7431,83,9042,147557,147640
2580,83,9076,147606,147689
5316,83,9218,147547,147630
1178,83,9381,147467,147550
6233,83,9448,147483,147566
1834,83,9601,147413,147496
8846,83,9687,147410,147493
7937,83,9800,147380,147463
629,132,135,157079,157211
367,132,254,157043,157175
289,132,949,156431,156563
9349,84,8012,149500,149584
6174,84,8028,149568,149652
2520,84,8115,149565,149649
5269,84,8154,149610,149694
4099,84,8219,149629,149713
2553,84,8239,149693,149777
2476,84,8242,149774,149858
3148,84,8244,149856,149940
7567,84,8330,149854,149938
9703,84,8363,149905,149989
7350,84,8385,149967,150051
4440,84,8484,149952,150036
8742,84,8539,149981,150065
4193,84,8576,150028,150112
5762,84,8599,150089,150173
8250,84,8628,150144,150228
8146,84,8791,150065,150149
1330,84,8820,150120,150204
8940,84,8929,150095,150179
4740,84,9000,150108,150192
4601,84,9017,150175,150259
3176,84,9129,150147,150231
9051,84,9184,150176,150260
8054,84,9242,150202,150286
8836,84,9309,150219,150303
1958,84,9325,150287,150371
3538,84,9361,150335,150419
1616,84,9425,150355,150439
2723,84,9556,150308,150392
4494,84,9630,150318,150402
5560,84,9671,150361,150445
9699,84,9738,150378,150462
3809,84,9783,150417,150501
5698,84,9824,150460,150544
2304,84,9832,150536,150620
552,133,227,160176,160309
417,133,239,160248,160381
817,133,277,160294,160427
790,133,334,160321,160454
244,133,453,160286,160419
776,133,863,159960,160093
120,133,882,160025,160158
5991,85,8096,152944,153029
5009,85,8098,153027,153112
6037,85,8193,153017,153102
1700,85,8239,153056,153141
6855,85,8350,153030,153115
6846,85,8506,152959,153044
3505,85,8602,152948,153033
1360,85,8624,153011,153096
4164,85,8634,153086,153171
6163,85,8924,152881,152966
8033,85,8961,152929,153014
5196,85,8980,152995,153080
3034,85,9359,152701,152786
7308,85,9601,152544,152629
5931,85,9654,152576,152661
8059,85,9674,152641,152726
8350,85,9749,152651,152736
6021,85,9930,152555,152640
9838,85,9951,152619,152704
4254,85,9965,152690,152775
351,134,263,162428,162562
580,134,476,162300,162434
627,134,492,162369,162503
243,134,597,162349,162483
752,134,686,162345,162479
378,134,727,162389,162523
878,134,730,162471,162605
978,134,785,162501,162635
740,134,839,162532,162666
110,183,52,163355,163538
5108,86,8046,155544,155630
5197,86,8136,155540,155626
1896,86,8190,155572,155658
5500,86,8268,155580,155666
3443,86,8291,155643,155729
6009,86,8296,155724,155810
5409,86,8304,155802,155888
6033,86,8308,155884,155970
1382,86,8333,155945,156031
1066,86,8345,156019,156105
1481,86,8354,156096,156182
3469,86,8393,156143,156229
5246,86,8420,156202,156288
3140,86,8461,156247,156333
8463,86,8714,156080,156166
8094,86,8861,156019,156105
4145,86,9051,155915,156001
3439,86,9058,155994,156080
2229,86,9262,155876,155962
8828,86,9275,155949,156035
3366,86,9282,156028,156114
1711,86,9308,156088,156174
9706,86,9345,156137,156223
3355,86,9744,155824,155910
5647,86,9814,155840,155926
8875,86,9841,155899,155985
4142,86,9923,155903,155989
947,135,142,165721,165856
634,135,164,165785,165920
135,135,354,165681,165816
891,135,563,165558,165693
532,135,568,165639,165774
161,135,964,165329,165464
4367,87,8076,158352,158439
2802,87,8158,158357,158444
2951,87,8213,158389,158476
7608,87,8290,158399,158486
1939,87,8318,158458,158545
5587,87,8328,158535,158622
5417,87,8390,158560,158647
6196,87,8397,158640,158727
2061,87,8439,158685,158772
4654,87,8476,158735,158822
3607,87,8507,158791,158878
4265,87,8512,158873,158960
8396,87,8567,158905,158992
9114,87,8636,158923,159010
8100,87,8680,158966,159053
2533,87,8884,158849,158936
3732,87,8886,158934,159021
3647,87,8899,159008,159095
5005,87,8902,159092,159179
3139,87,8917,159164,159251
6206,87,9051,159117,159204
2956,87,9177,159078,159165
9625,87,9333,159009,159096
2386,87,9361,159068,159155
4856,87,9398,159118,159205
6241,87,9422,159181,159268
7662,87,9506,159184,159271
6225,87,9520,159257,159344
1008,87,9557,159307,159394
1533,87,9665,159286,159373
8909,87,9668,159370,159457
6938,87,9676,159449,159536
3359,87,9698,159514,159601
5479,87,9829,159470,159557
8499,87,9838,159548,159635
5949,87,9840,159633,159720
5662,87,9902,159658,159745
3475,87,9906,159741,159828
5925,87,9945,159789,159876
3542,87,9976,159845,159932
952,136,193,169666,169802
9064,88,8012,161983,162071
1053,88,8070,162013,162101
1302,88,8088,162083,162171
6495,88,8115,162144,162232
9726,88,8177,162170,162258
6780,88,8232,162203,162291
5550,88,8434,162089,162177
5358,88,8467,162144,162232
6762,88,8489,162210,162298
1173,88,8707,162080,162168
7533,88,8772,162103,162191
1075,88,8899,162064,162152
6811,88,8906,162145,162233
5379,88,8932,162207,162295
3617,88,8991,162236,162324
8890,88,9058,162257,162345
6809,88,9097,162306,162394
4061,88,9107,162384,162472
7764,88,9126,162453,162541
9095,88,9126,162541,162629
3548,88,9186,162569,162657
2684,88,9318,162525,162613
9973,88,9342,162589,162677
9276,88,9491,162528,162616
1985,88,9612,162495,162583
1719,88,9676,162519,162607
4377,88,9730,162553,162641
6324,88,9851,162520,162608
9794,88,9878,162581,162669
1361,88,9897,162650,162738
6978,88,9954,162681,162769
786,137,170,172504,172641
795,137,534,172228,172365
257,137,745,172105,172242
123,137,999,171939,172076
5052,89,8042,165033,165122
8319,89,8153,165011,165100
2950,89,8442,164811,164900
7571,89,8572,164770,164859
2773,89,8612,164819,164908
2190,89,8680,164840,164929
5432,89,8709,164900,164989
6080,89,8927,164771,164860
8752,89,8940,164847,164936
8134,89,8949,164927,165016
2865,89,8955,165010,165099
5239,89,9054,165000,165089
9653,89,9119,165024,165113
7026,89,9253,164979,165068
8923,89,9300,165021,165110
7771,89,9333,165077,165166
4967,89,9379,165120,165209
9589,89,9458,165130,165219
4180,89,9568,165109,165198
4790,89,9589,165177,165266
1741,89,9596,165259,165348
7875,89,9623,165321,165410
1288,89,9767,165266,165355
4296,89,9864,165258,165347
9107,89,9890,165321,165410
5019,89,9994,165306,165395
149,138,290,175050,175188
974,138,702,174727,174865
2833,90,8173,167394,167484
7012,90,8189,167468,167558
6231,90,8254,167493,167583
4877,90,8410,167427,167517
8904,90,8525,167402,167492
1329,90,8584,167433,167523
5070,90,8782,167325,167415
7137,90,8783,167414,167504
3725,90,8786,167501,167591
4020,90,8870,167507,167597
9124,90,8962,167505,167595
3930,90,8982,167575,167665
2611,90,9079,167568,167658
1016,90,9161,167576,167666
2402,90,9295,167532,167622
3265,90,9339,167578,167668
9385,90,9653,167354,167444
2582,90,9666,167431,167521
3686,90,9693,167494,167584
1528,90,9831,167446,167536
2090,90,9888,167479,167569
7797,90,9945,167512,167602
2987,91,8022,169525,169616
4167,91,8094,169544,169635
4394,91,8115,169614,169705
1794,91,8291,169529,169620
2792,91,8343,169568,169659
7190,91,8344,169658,169749
1595,91,8366,169727,169818
7739,91,8491,169693,169784
8155,91,8515,169760,169851
5745,91,8562,169804,169895
6957,91,8571,169886,169977
5130,91,8656,169892,169983
8873,91,8876,169763,169854
1960,91,8893,169837,169928
3793,91,8910,169911,170002
9752,91,8961,169951,170042
7562,91,9033,169970,170061
7208,91,9072,170022,170113
7982,91,9085,170100,170191
7729,91,9125,170151,170242
1556,91,9215,170152,170243
8212,91,9426,170032,170123
4648,91,9451,170098,170189
3446,91,9554,170086,170177
9540,91,9557,170174,170265
6094,91,9633,170189,170280
4896,91,9872,170041,170132
4993,91,9976,170028,170119
3744,91,9995,170100,170191
960,140,630,179507,179647
582,140,945,179283,179423
2286,92,8068,172300,172392
2733,92,8184,172276,172368
6837,92,8190,172362,172454
6144,92,8294,172350,172442
8617,92,8414,172322,172414
2700,92,8550,172278,172370
2373,92,8633,172287,172379
5978,92,8760,172252,172344
7892,92,8835,172269,172361
3261,92,8843,172353,172445
4487,92,8917,172371,172463
2821,92,8966,172414,172506
5623,92,9112,172360,172452
4863,92,9232,172332,172424
3993,92,9336,172320,172412
4764,92,9340,172408,172500
8467,92,9420,172420,172512
1185,92,9507,172425,172517
7926,92,9757,172267,172359
5728,92,9837,172279,172371
545,141,377,181782,181923
4213,93,8093,174207,174300
7391,93,8115,174278,174371
2926,93,8128,174358,174451
3428,93,8168,174411,174504
4884,93,8228,174444,174537
3803,93,8292,174473,174566
4569,93,8302,174556,174649
5114,93,8357,174594,174687
8663,93,8360,174684,174777
2149,93,8419,174718,174811
4926,93,8477,174753,174846
7707,93,8483,174840,174933
1177,93,8573,174843,174936
2056,93,8590,174919,175012
1086,93,8658,174944,175037
8878,93,8659,175036,175129
6633,93,8678,175110,175203
9303,93,8813,175068,175161
1555,93,8921,175053,175146
2981,93,8981,175086,175179
3565,93,9047,175113,175206
9789,93,9109,175144,175237
3937,93,9131,175215,175308
9610,93,9142,175297,175390
7774,93,9146,175386,175479
7678,93,9185,175440,175533
3151,93,9438,175280,175373
7143,93,9487,175324,175417
1119,93,9543,175361,175454
2766,93,9564,175433,175526
5700,93,9576,175514,175607
4903,93,9724,175459,175552
5600,93,9749,175527,175620
7303,93,9752,175617,175710
6983,93,9829,175633,175726
271,142,188,185318,185460
131,142,645,184954,185096
660,142,810,184882,185024
899,191,58,185678,185869
7359,94,8011,177916,178010
6868,94,8088,177933,178027
8014,94,8209,177906,178000
9821,94,8226,177983,178077
9374,94,8308,177995,178089
9523,94,8343,178054,178148
1067,94,8356,178135,178229
7553,94,8429,178156,178250
4702,94,8450,178229,178323
1898,94,8480,178293,178387
6624,94,8492,178375,178469
5159,94,8510,178451,178545
1796,94,8535,178520,178614
3023,94,8539,178610,178704
3356,94,8569,178674,178768
6867,94,8652,178685,178779
1892,94,8731,178700,178794
1480,94,8751,178774,178868
6740,94,8751,178868,178962
4696,94,8767,178946,179040
6704,94,8778,179029,179123
8217,94,8785,179116,179210
8414,94,9020,178975,179069
6077,94,9054,179035,179129
3266,94,9236,178947,179041
7863,94,9274,179003,179097
9339,94,9368,179003,179097
9987,94,9372,179093,179187
3274,94,9423,179136,179230
9259,94,9473,179180,179274
7015,94,9513,179234,179328
4001,94,9542,179299,179393
2551,94,9551,179384,179478
8338,94,9573,179456,179550
8733,94,9666,179457,179551
6803,94,9774,179443,179537
4328,94,9844,179467,179561
9364,94,9981,179424,179518
7989,94,9990,179509,179603
121,143,72,189472,189615
670,143,577,189061,189204
507,143,654,189078,189221
458,143,716,189110,189253
7531,95,8004,181965,182060
3701,95,8086,181978,182073
9214,95,8119,182040,182135
8314,95,8167,182087,182182
7602,95,8227,182122,182217
3041,95,8295,182149,182244
1566,95,8396,182143,182238
3781,95,8466,182168,182263
2651,95,8492,182237,182332
5312,95,8537,182287,182382
9391,95,8600,182319,182414
4886,95,8636,182378,182473
9561,95,8676,182433,182528
3900,95,8769,182435,182530
2848,95,8782,182517,182612
2324,95,8799,182595,182690
8937,95,8820,182669,182764
3311,95,8838,182746,182841
7118,95,8881,182798,182893
8461,95,8891,182883,182978
6443,95,8989,182880,182975
2481,95,9093,182871,182966
7367,95,9198,182861,182956
2412,95,9441,182713,182808
8353,95,9441,182808,182903
6063,95,9521,182823,182918
5357,95,9550,182889,182984
1093,95,9554,182980,183075
1085,95,9702,182927,183022
5924,95,9714,183010,183105
4351,95,9798,183021,183116
8623,95,9811,183103,183198
8321,95,9830,183179,183274
6248,95,9835,183269,183364
7828,95,9843,183356,183451
4958,95,9946,183348,183443
8381,95,9964,183425,183520
2814,95,9979,183505,183600
1109,95,9999,183580,183675
473,144,409,193216,193360
4338,96,8073,185696,185792
8767,96,8073,185792,185888
9528,96,8229,185732,185828
5143,96,8271,185786,185882
7945,96,8329,185824,185920
5232,96,8413,185836,185932
2592,96,8429,185916,186012
9338,96,8436,186005,186101
5642,96,8491,186046,186142
1150,96,8501,186132,186228
7182,96,8537,186192,186288
7411,96,8561,186264,186360
5923,96,8562,186359,186455
1911,96,8574,186443,186539
7821,96,8578,186535,186631
7257,96,8606,186603,186699
7065,96,8667,186638,186734
3236,96,8750,186651,186747
2581,96,8829,186668,186764
3509,96,8879,186714,186810
5360,96,8904,186785,186881
4962,96,8950,186835,186931
9076,96,8983,186898,186994
4822,96,9013,186964,187060
8973,96,9182,186891,186987
2894,96,9236,186933,187029
4802,96,9487,186778,186874
6207,96,9666,186695,186791
7609,96,9731,186726,186822
5601,96,9844,186709,186805
7736,96,9867,186782,186878
9667,96,9952,186793,186889
365,145,382,196410,196555
553,145,407,196481,196626
706,145,430,196554,196699
737,145,742,196338,196483
575,145,795,196381,196526
6931,97,8059,189262,189359
3536,97,8107,189311,189408
5988,97,8133,189382,189479
8393,97,8181,189431,189528
6185,97,8412,189297,189394
5878,97,8462,189344,189441
4466,97,8871,189032,189129
8550,97,8884,189116,189213
1938,97,8916,189181,189278
2400,97,9011,189183,189280
6042,97,9038,189253,189350
6065,97,9102,189286,189383
9330,97,9127,189358,189455
9447,97,9208,189374,189471
6067,97,9229,189450,189547
8232,97,9307,189469,189566
1968,97,9420,189453,189550
3033,97,9686,189284,189381
2725,97,9738,189329,189426
7618,97,9769,189395,189492
5137,97,9797,189464,189561
562,146,117,199192,199338
718,146,254,199152,199298
109,146,410,199093,199239
142,146,523,199077,199223
867,146,603,199094,199240
158,146,742,199052,199198
913,146,911,198980,199126
2063,98,8065,191972,192070
2810,98,8142,191993,192091
9188,98,8215,192018,192116
5914,98,8249,192082,192180
8045,98,8250,192179,192277
9433,98,8259,192268,192366
1453,98,8272,192353,192451
3007,98,8306,192417,192515
9438,98,8398,192423,192521
6045,98,8536,192383,192481
7274,98,8579,192438,192536
9602,98,8662,192453,192551
7201,98,8668,192545,192643
1291,98,8731,192580,192678
4904,98,8805,192604,192702
8969,98,8816,192691,192789
3384,98,8822,192783,192881
3050,98,9032,192671,192769
7297,98,9036,192765,192863
9192,98,9076,192823,192921
2393,98,9186,192811,192909
6894,98,9255,192840,192938
1789,98,9279,192914,193012
8677,98,9309,192982,193080
4717,98,9517,192872,192970
5916,98,9529,192958,193056
1849,98,9588,192997,193095
9361,98,9607,193076,193174
8151,98,9649,193132,193230
8001,98,9688,193191,193289
8870,98,9704,193273,193371
9016,98,9751,193324,193422
8345,98,9763,193410,193508
6466,98,9809,193462,193560
8862,98,9812,193557,193655
2868,98,9864,193603,193701
9318,98,9891,193674,193772
9152,98,9923,193740,193838
9284,98,9966,193795,193893
676,147,677,203133,203280
754,147,849,203059,203206
6047,99,8233,511774,511873
2050,99,8414,511643,511742
2025,99,8456,511651,511750
7636,99,8502,511655,511754
7250,99,8531,511676,511775
3061,99,8578,511679,511778
7660,99,8634,511673,511772
8199,99,8642,511715,511814
3654,99,8707,511700,511799
3966,99,8952,511505,511604
7051,99,8997,511510,511609
5965,99,9019,511538,511637
5900,99,9091,511516,511615
9301,99,9185,511472,511571
9122,99,9194,511513,511612
5066,99,9367,511390,511489
3504,99,9454,511353,511452
7751,99,9469,511388,511487
4238,99,9509,511398,511497
6054,99,9546,511411,511510
6970,99,9645,511362,511461
4872,99,9812,511245,511344
3854,99,9938,511169,511268
7616,99,9999,511158,511257
424,148,85,521073,521221
262,148,346,520862,521010
827,148,430,520828,520976
9660,100,8048,513309,513409
5299,100,8093,513315,513415
8670,100,8247,513212,513312
4984,100,8270,513240,513340
3896,100,8478,513083,513183
8375,100,8567,513045,513145
1225,100,8642,513021,513121
5477,100,8700,513014,513114
2984,100,8766,512999,513099
6157,100,8838,512978,513078
9945,100,8849,513018,513118
7969,100,8865,513053,513153
4325,100,8867,513102,513202
1074,100,8963,513057,513157
8448,100,9166,512905,513005
5399,100,9400,512722,512822
4341,100,9614,512559,512659
3784,100,9668,512556,512656
3969,100,9689,512586,512686
9344,100,9695,512631,512731
2612,100,9707,512670,512770
6865,100,9745,512683,512783
9682,100,9773,512706,512806
4595,100,9776,512754,512854
5731,100,9783,512798,512898
1142,100,9832,512800,512900
1120,100,9921,512762,512862
7273,100,9984,512750,512850
601,149,270,522466,522615
958,149,330,522457,522606
944,149,722,522116,522265
383,149,770,522119,522268
2675,101,8057,514932,515033
1035,101,8115,514926,515027
7464,101,8131,514962,515063
4073,101,8172,514973,515074
4476,101,8202,514995,515096
6022,101,8324,514925,515026
8599,101,8346,514955,515056
6689,101,8781,514572,514673
7670,101,8821,514584,514685
2676,101,8921,514536,514637
9811,101,9054,514455,514556
6551,101,9081,514480,514581
3674,101,9120,514493,514594
1325,101,9153,514512,514613
2669,101,9317,514400,514501
1746,101,9329,514440,514541
1465,101,9420,514401,514502
6524,101,9475,514398,514499
4489,101,9647,514278,514379
6408,101,9652,514325,514426
7427,101,9665,514364,514465
6457,101,9674,514407,514508
6224,101,9905,514228,514329
4616,101,9936,514249,514350
595,150,154,524034,524184
908,150,221,524019,524169
428,150,689,523603,523753
819,150,895,523449,523599
2257,102,8040,516405,516507
9029,102,8044,516454,516556
8075,102,8156,516395,516497
1780,102,8222,516382,516484
8434,102,8253,516404,516506
4114,102,8285,516425,516527
4211,102,8345,516418,516520
4384,102,8357,516459,516561
9864,102,8368,516501,516603
2306,102,8460,516462,516564
6887,102,8460,516515,516617
2163,102,8497,516531,516633
1397,102,8598,516483,516585
2051,102,8698,516436,516538
9341,102,8758,516429,516531
2610,102,8830,516410,516512
2472,102,8857,516436,516538
4996,102,8888,516458,516560
5549,102,8953,516446,516548
2668,102,9202,516250,516352
5101,102,9232,516273,516375
3858,102,9236,516322,516424
5611,102,9456,516155,516257
9709,102,9472,516192,516294
9547,102,9480,516237,516339
9519,102,9482,516288,516390
4212,102,9518,516305,516407
8822,102,9542,516334,516436
2253,102,9560,516369,516471
9102,102,9612,516370,516472
4282,102,9640,516395,516497
5922,102,9659,516429,516531
1522,102,9677,516464,516566
